Age,Sex,Social_Media_Hours,Sleep_Hours,Screen_Time_Hours,Survey_Stress_Score,School failure
17,1,0,6.0,3,0,0
13,1,1,7.0,5,2,1
17,1,2,9.0,4,2,0
14,2,4,10.0,4,1,0
16,2,3,9.0,4,0,0
15,1,3,5.0,2,2,0
18,1,1,9.0,4,0,0
16,2,2,10.0,5,0,1
17,1,1,6.0,1,1,0
15,1,0,7.0,5,1,0
17,2,0,9.0,2,1,0
14,1,2,7.0,3,1,0
13,1,4,10.0,5,1,0
15,2,0,7.0,5,1,0
14,2,0,8.0,5,2,0
14,1,3,9.0,5,2,0
15,2,1,7.0,3,0,0
17,1,4,9.0,4,0,0
18,1,3,7.0,2,1,0
14,1,4,6.0,2,0,0
16,2,2,5.0,3,1,0
14,2,3,6.0,4,2,0
18,1,2,8.0,3,2,0
17,1,3,10.0,5,2,1
17,2,2,6.0,4,0,0
16,2,0,6.0,1,2,1
14,2,2,5.0,4,0,0
17,1,2,8.0,3,0,1
18,2,4,10.0,3,2,0
15,2,3,8.0,5,2,1
13,1,3,8.0,3,2,1
13,1,0,7.0,5,2,0
13,1,3,5.0,4,2,0
14,2,2,8.0,3,1,0
16,1,4,8.0,4,2,1
17,1,4,8.0,1,2,0
15,1,0,9.0,1,2,1
18,1,4,9.0,1,0,0
15,2,0,9.0,3,0,0
18,1,1,10.0,2,2,0
14,2,2,10.0,5,0,1
13,2,0,7.0,3,2,0
14,2,3,5.0,4,0,0
16,1,0,7.0,2,2,0
16,2,0,9.0,2,0,0
18,1,2,4.0,2,0,0
17,1,3,4.0,4,1,0
17,1,4,4.0,3,0,0
18,2,3,8.0,3,1,0
16,1,3,7.0,3,0,0
16,1,1,6.0,4,2,1
16,1,0,5.0,1,1,1
14,2,0,8.0,4,0,0
16,2,2,6.0,3,2,0
15,2,3,6.0,4,0,0
13,1,2,8.0,2,2,0
16,2,3,7.0,3,2,0
18,1,2,6.0,2,2,0
13,1,0,8.0,5,0,0
14,2,0,6.0,3,1,0
18,1,4,9.0,5,0,1
13,2,3,5.0,3,1,0
18,1,4,5.0,2,2,0
14,2,0,9.0,3,0,0
15,1,4,8.0,1,2,0
14,1,1,5.0,5,2,1
14,1,0,5.0,5,0,0
18,1,5,9.0,4,2,0
17,1,1,9.0,4,0,1
16,2,3,6.0,3,1,0
16,1,0,8.0,5,1,1
15,2,2,5.0,2,0,0
15,2,4,7.0,4,0,0
16,2,1,4.0,3,2,0
17,1,3,6.0,5,0,0
16,1,0,4.0,5,0,0
17,1,3,7.0,5,2,0
15,2,1,7.0,3,2,0
13,1,1,7.0,2,2,0
18,1,1,4.0,3,2,0
15,2,0,6.0,4,1,1
15,2,4,9.0,4,0,0
14,2,2,6.0,1,0,0
14,2,1,8.0,3,0,0
14,2,2,6.0,2,1,0
18,2,1,7.0,5,0,0
14,1,3,7.0,1,0,1
17,2,4,10.0,4,0,0
16,1,2,5.0,2,1,0
13,1,4,4.0,2,0,0
15,1,2,8.0,5,0,1
17,2,0,10.0,2,1,0
13,1,3,10.0,1,1,0
17,2,2,7.0,1,2,1
17,2,3,7.0,3,0,1
15,1,4,8.0,4,0,0
16,2,2,7.0,2,0,0
14,1,4,8.0,4,2,0
18,1,3,9.0,1,0,1
16,2,2,8.0,5,1,1
18,1,3,7.0,5,0,0
15,1,1,7.0,5,2,0
15,1,4,8.0,5,2,0
15,2,3,7.0,2,1,0
13,1,0,7.0,3,0,0
18,2,1,4.0,4,1,1
16,2,3,5.0,1,0,0
16,1,0,7.0,2,1,0
17,1,0,9.0,1,0,0
17,2,2,6.0,3,0,0
17,2,1,7.0,3,0,0
15,1,2,6.0,2,0,1
16,1,1,5.0,1,2,1
18,2,0,10.0,4,2,0
15,2,3,9.0,1,0,0
13,2,2,4.0,5,0,0
17,2,1,8.0,2,0,0
15,2,1,6.0,4,0,0
15,1,2,10.0,3,1,0
13,2,0,6.0,1,1,0
14,2,0,5.0,3,1,0
16,1,0,7.0,3,2,0
18,1,4,9.0,5,1,1
14,2,3,5.0,4,1,0
17,2,3,8.0,1,0,1
15,1,3,4.0,2,2,0
13,2,3,10.0,2,2,0
13,2,2,4.0,1,2,1
16,1,3,9.0,3,2,0
14,2,0,7.0,5,0,1
16,1,3,7.0,3,1,0
15,1,3,10.0,4,0,0
16,1,2,10.0,4,2,0
18,1,1,8.0,5,2,0
13,2,1,5.0,2,2,1
13,1,3,7.0,4,0,0
17,2,3,7.0,5,2,0
17,2,4,7.0,1,2,0
15,2,1,7.0,2,0,0
18,2,3,4.0,5,2,1
14,2,2,8.0,4,2,0
16,1,4,8.0,2,2,0
15,1,2,5.0,3,2,0
17,1,2,7.0,3,0,0
16,1,2,7.0,3,2,1
17,2,3,8.0,2,2,0
16,1,4,5.0,2,0,0
14,2,0,8.0,4,0,0
15,2,0,6.0,4,2,0
16,1,4,7.0,5,1,1
18,1,2,9.0,1,2,0
13,1,3,8.0,5,0,0
18,1,2,5.0,2,0,0
18,2,0,8.0,3,0,1
13,2,3,10.0,5,2,1
18,1,3,5.0,3,0,0
16,2,1,9.0,2,1,1
16,2,1,8.0,1,0,0
16,2,4,9.0,3,2,0
13,1,0,6.0,4,1,0
18,2,4,6.0,5,0,0
13,1,1,9.0,4,2,1
16,1,2,6.0,5,1,0
18,2,4,4.0,4,2,0
18,2,3,8.0,5,2,1
17,1,2,5.0,1,0,0
17,2,3,9.0,5,1,0
14,2,1,8.0,3,2,1
15,1,1,9.0,5,2,0
17,1,5,9.0,1,2,0
13,1,3,5.0,4,2,0
17,1,3,6.0,4,1,0
14,2,1,9.0,5,0,0
18,2,0,7.0,4,1,0
14,1,0,10.0,2,1,0
18,1,2,8.0,3,2,0
18,1,3,4.0,2,2,0
15,2,2,9.0,2,2,0
17,1,4,5.0,2,2,0
13,2,0,5.0,2,2,0
13,1,1,8.0,3,0,0
16,1,1,9.0,5,0,0
18,1,2,7.0,5,2,0
13,2,0,6.0,1,2,0
15,2,4,6.0,1,0,0
18,2,1,6.0,2,2,0
15,1,4,6.0,2,0,0
13,2,2,5.0,1,2,0
13,2,4,8.0,2,2,0
16,1,2,9.0,3,2,0
13,1,4,6.0,3,2,1
18,2,0,5.0,3,2,0
18,2,3,9.0,2,1,0
18,2,4,8.0,4,0,0
16,2,0,10.0,5,0,0
16,1,0,5.0,2,1,0
13,1,2,5.0,1,0,0
14,1,4,7.0,2,1,0
14,2,2,8.0,1,1,0
16,2,2,7.0,3,1,0
13,1,0,8.0,1,0,0
14,1,0,5.0,3,0,1
13,2,4,7.0,2,2,1
13,2,0,8.0,4,2,1
13,1,3,7.0,1,2,1
17,1,4,8.0,3,0,0
18,1,1,7.0,1,0,0
13,2,3,6.0,1,0,1
17,2,0,6.0,5,1,0
16,2,3,6.0,4,0,0
14,2,0,4.0,1,2,0
18,2,3,8.0,4,0,1
14,2,1,9.0,4,1,0
18,1,2,6.0,3,0,1
14,1,3,4.0,3,0,0
18,2,0,10.0,5,0,1
14,1,3,6.0,2,2,0
14,2,1,5.0,3,1,0
14,1,3,6.0,2,0,0
14,2,0,8.0,4,2,0
16,1,3,6.0,5,2,0
13,1,0,7.0,5,0,1
15,2,2,6.0,5,2,1
17,2,1,5.0,5,2,0
15,1,3,6.0,4,2,0
15,1,1,8.0,4,2,0
18,2,4,8.0,5,1,0
13,1,4,5.0,1,0,0
18,2,1,5.0,4,0,0
13,2,3,8.0,4,1,0
13,1,0,9.0,5,0,0
14,2,1,6.0,5,0,0
16,1,3,8.0,5,2,0
14,1,3,5.0,5,0,1
16,2,3,6.0,3,1,0
18,1,1,4.0,1,0,0
16,2,1,9.0,1,0,1
18,2,0,6.0,3,1,1
15,2,3,9.0,3,2,0
15,1,2,8.0,3,2,0
16,2,3,9.0,3,2,0
16,1,1,6.0,5,2,0
18,2,1,5.0,2,0,1
14,2,1,10.0,5,0,0
18,2,0,8.0,5,2,0
14,1,1,9.0,3,1,0
15,1,4,4.0,3,2,1
13,2,4,6.0,4,0,0
16,2,2,8.0,4,0,0
14,1,2,4.0,2,0,0
18,1,0,7.0,1,1,0
15,1,4,7.0,2,2,1
14,2,0,4.0,1,2,0
18,1,4,5.0,2,0,1
16,2,2,6.0,2,0,1
16,1,1,5.0,4,0,0
17,2,4,8.0,5,2,0
13,2,0,5.0,4,2,1
17,2,2,6.0,5,1,0
15,1,2,9.0,4,2,0
14,1,1,7.0,4,2,0
15,1,2,6.0,3,2,0
18,2,3,8.0,2,2,0
16,2,3,9.0,5,2,1
17,1,0,4.0,5,0,0
17,2,4,7.0,3,0,0
17,2,0,8.0,1,2,0
15,2,1,6.0,4,2,0
16,1,1,9.0,2,0,1
14,2,0,10.0,1,1,0
18,1,0,10.0,5,2,0
14,1,4,6.0,3,0,0
15,1,1,5.0,4,2,0
18,1,0,10.0,5,0,0
17,1,0,7.0,3,2,1
13,2,3,5.0,3,1,0
15,1,4,8.0,2,2,0
15,1,1,6.0,2,1,0
16,1,0,6.0,5,0,0
14,2,1,9.0,3,2,1
15,2,0,5.0,1,0,0
15,2,0,4.0,1,1,0
17,2,2,6.0,3,0,0
17,1,1,8.0,3,0,1
18,1,2,5.0,4,2,1
13,2,1,7.0,3,1,0
16,2,4,8.0,1,2,0
13,2,4,9.0,3,1,0
18,2,2,5.0,5,2,1
17,1,1,9.0,1,2,0
14,2,1,5.0,4,2,1
17,2,2,8.0,3,2,1
16,2,3,7.0,4,0,1
17,2,2,5.0,1,0,0
16,2,4,8.0,5,1,0
16,2,4,5.0,4,0,0
16,2,1,5.0,5,0,0
18,1,2,6.0,2,0,0
16,1,0,8.0,4,2,0
16,1,1,5.0,4,2,0
14,1,2,5.0,3,2,0
13,1,1,4.0,2,1,0
15,1,4,7.0,4,1,1
13,2,0,7.0,1,1,0
16,2,2,5.0,4,0,0
14,1,3,4.0,1,0,0
17,2,3,7.0,1,1,1
14,1,1,9.0,4,2,0
16,2,4,8.0,1,0,0
14,2,2,9.0,5,0,0
14,2,2,4.0,5,1,0
16,2,0,10.0,4,2,0
18,2,2,6.0,5,0,0
14,2,4,10.0,5,0,1
15,1,3,6.0,2,0,1
15,1,4,7.0,5,0,1
14,2,2,6.0,1,0,1
18,1,0,6.0,3,0,1
17,2,0,9.0,3,0,0
16,1,1,8.0,4,0,1
15,2,3,10.0,1,0,0
17,1,3,8.0,2,2,0
14,2,1,7.0,4,2,0
17,1,2,5.0,2,0,0
13,2,2,10.0,4,0,1
15,1,2,7.0,4,0,1
14,2,1,8.0,2,0,0
16,2,0,6.0,1,0,0
18,2,1,7.0,4,0,0
14,1,0,10.0,3,2,0
16,1,1,5.0,1,0,0
18,1,0,6.0,2,2,0
18,2,3,5.0,2,2,1
14,1,1,9.0,1,2,0
17,2,4,4.0,3,2,1
17,1,0,4.0,4,2,0
18,1,1,6.0,3,0,0
17,1,1,7.0,5,0,0
13,1,0,6.0,1,0,0
18,2,4,4.0,3,0,1
18,1,0,10.0,4,2,0
16,1,4,10.0,4,1,1
17,2,4,6.0,4,0,1
18,2,2,8.0,4,1,0
13,1,2,7.0,4,2,0
16,1,3,5.0,1,0,0
14,2,1,6.0,4,0,0
18,2,3,7.0,4,0,0
13,2,0,7.0,5,2,0
15,1,0,6.0,4,2,0
13,1,2,9.0,4,1,0
13,1,2,7.0,3,0,0
16,2,4,8.0,5,2,0
14,2,0,5.0,5,0,0
15,2,4,7.0,4,0,1
17,1,1,6.0,4,2,1
17,2,1,7.0,1,1,0
13,1,1,9.0,4,2,1
16,2,2,9.0,4,2,0
16,1,0,6.0,4,0,0
17,1,2,8.0,1,1,0
15,2,4,10.0,4,0,0
14,1,2,8.0,2,0,0
15,2,2,5.0,4,2,0
18,1,4,8.0,2,1,0
18,2,3,5.0,4,0,0
14,2,2,9.0,2,0,0
17,1,1,7.0,1,0,0
14,2,4,6.0,4,2,1
16,1,2,4.0,1,2,0
18,2,1,6.0,4,2,0
13,2,1,9.0,5,1,1
13,2,4,4.0,5,2,1
17,2,0,7.0,2,1,0
16,1,4,10.0,5,2,0
15,2,0,6.0,2,2,0
16,2,4,7.0,5,0,1
13,1,1,7.0,4,1,1
13,1,2,7.0,1,1,1
18,1,4,5.0,3,0,0
16,1,2,4.0,2,2,0
16,1,2,8.0,4,2,0
13,1,0,10.0,3,0,0
15,2,0,5.0,4,2,0
17,1,1,5.0,4,2,0
17,2,3,6.0,5,1,0
16,1,0,9.0,5,1,0
17,2,0,6.0,3,2,1
13,2,2,9.0,4,2,0
13,2,3,4.0,5,2,0
16,1,3,10.0,5,0,1
16,1,0,7.0,1,0,1
18,1,0,8.0,2,0,0
16,1,4,6.0,2,2,0
15,2,1,9.0,3,1,1
17,1,4,5.0,1,0,0
16,2,4,4.0,3,2,0
14,2,3,6.0,4,0,0
18,1,0,9.0,3,1,0
14,1,4,9.0,4,0,1
13,1,3,7.0,1,2,1
17,2,3,7.0,5,0,0
16,1,1,5.0,5,0,0
14,2,1,9.0,4,0,1
17,1,0,9.0,5,0,0
13,2,2,8.0,1,2,0
15,1,2,7.0,5,1,0
18,1,1,10.0,1,1,1
17,2,2,9.0,3,2,1
17,1,1,8.0,2,0,0
15,1,3,6.0,3,0,0
17,1,4,8.0,2,2,0
13,1,0,7.0,4,0,0
13,1,1,6.0,2,0,0
15,1,0,6.0,5,1,0
18,1,3,6.0,4,2,0
16,2,3,7.0,2,0,1
14,2,4,7.0,2,0,1
16,1,1,6.0,5,2,0
17,1,4,9.0,2,2,0
14,1,0,7.0,3,0,0
15,2,3,4.0,4,2,1
15,2,0,6.0,2,0,0
18,1,4,9.0,2,2,0
14,2,2,9.0,3,0,1
13,1,3,6.0,2,2,0
14,1,4,10.0,2,2,0
17,1,0,4.0,1,0,0
13,1,0,10.0,2,0,1
15,2,4,5.0,2,2,1
14,2,1,4.0,5,0,0
16,1,0,7.0,3,2,0
18,2,2,6.0,4,1,0
16,2,3,7.0,1,1,0
18,1,0,9.0,1,2,1
17,2,1,9.0,5,1,1
16,1,0,6.0,4,2,0
14,1,2,7.0,1,2,0
14,1,4,5.0,3,0,0
16,1,4,4.0,3,2,0
14,2,3,8.0,5,1,1
17,1,0,4.0,1,0,0
13,2,4,8.0,4,0,0
17,1,2,7.0,4,0,0
18,1,0,5.0,5,1,0
17,2,4,7.0,5,0,0
18,1,3,5.0,2,1,0
14,2,3,7.0,4,2,0
13,2,3,9.0,4,0,0
14,1,1,7.0,4,2,0
15,1,1,5.0,5,1,0
14,1,3,8.0,5,2,0
18,1,1,5.0,1,0,0
14,1,2,8.0,1,2,1
14,1,3,7.0,5,0,1
13,2,3,7.0,2,0,0
14,2,2,9.0,1,0,0
13,1,3,8.0,3,0,0
16,2,4,4.0,5,0,1
15,2,3,6.0,1,0,0
13,1,1,9.0,4,0,0
18,1,1,4.0,1,2,1
16,2,1,7.0,1,0,0
13,1,0,8.0,2,0,0
13,2,1,8.0,1,2,0
15,1,1,9.0,5,2,0
18,2,2,8.0,5,0,0
17,2,4,8.0,4,2,0
17,2,0,9.0,2,2,1
13,2,3,8.0,3,0,1
14,1,3,6.0,1,0,0
18,1,0,7.0,2,0,0
16,2,4,8.0,3,0,1
14,2,2,9.0,4,1,0
14,1,1,6.0,1,0,0
18,1,3,6.0,2,0,0
13,2,1,10.0,5,2,0
13,2,3,7.0,3,2,0
13,2,0,5.0,5,2,1
13,2,4,8.0,5,0,1
17,2,2,10.0,3,2,0
13,1,3,9.0,2,2,0
17,2,1,8.0,4,0,1
17,1,3,5.0,1,0,0
13,1,3,9.0,2,0,0
15,1,2,7.0,4,1,0
16,2,3,9.0,3,0,0
14,1,2,6.0,2,2,0
17,1,4,4.0,4,0,0
18,1,2,7.0,4,0,0
18,1,4,6.0,1,2,0
16,2,4,8.0,2,0,0
18,2,2,10.0,2,0,0
15,1,1,8.0,2,2,0
18,1,2,9.0,4,2,1
14,2,4,7.0,4,2,0
14,2,1,9.0,4,1,0
17,2,2,9.0,1,2,0
13,1,4,8.0,1,0,1
15,2,1,7.0,2,0,0
17,1,3,8.0,2,2,0
15,1,1,8.0,1,2,0
13,2,0,6.0,3,0,0
18,1,3,9.0,1,0,1
18,2,0,10.0,4,1,0
13,1,1,7.0,4,0,0
17,2,4,8.0,3,2,0
13,1,1,8.0,1,2,0
16,1,4,8.0,5,0,1
14,2,4,7.0,5,1,0
17,2,1,9.0,2,2,0
15,2,0,7.0,4,1,0
16,2,3,4.0,5,2,0
17,1,2,9.0,3,1,0
13,2,0,8.0,2,1,1
13,2,3,9.0,3,1,1
13,1,0,5.0,3,0,0
13,2,4,4.0,3,0,1
15,2,0,10.0,5,1,0
16,1,0,5.0,4,1,0
18,2,0,9.0,2,2,0
14,2,4,9.0,3,0,0
15,2,3,8.0,4,2,0
15,2,4,5.0,1,2,0
18,2,2,8.0,2,1,1
18,2,1,9.0,5,2,0
14,1,1,7.0,3,0,0
14,2,2,6.0,2,2,1
18,1,2,7.0,1,2,0
13,1,3,4.0,3,2,1
15,1,1,9.0,3,2,0
17,1,4,9.0,2,1,1
14,2,0,10.0,4,0,0
14,2,4,8.0,1,2,0
18,2,0,9.0,1,1,0
16,1,2,5.0,3,0,0
17,2,1,8.0,1,1,0
17,2,2,8.0,5,2,0
14,2,2,9.0,1,0,0
13,1,2,9.0,4,0,0
16,1,2,10.0,2,0,0
17,2,3,9.0,3,0,0
14,1,3,9.0,4,2,0
17,1,4,4.0,3,1,0
16,2,1,9.0,4,2,0
16,1,3,8.0,3,0,1
15,1,2,6.0,3,2,0
18,2,1,4.0,4,0,0
18,1,2,8.0,4,1,0
14,1,1,6.0,4,2,0
16,1,0,7.0,4,2,0
15,1,1,8.0,5,2,1
15,1,0,9.0,2,0,1
17,1,3,9.0,3,0,0
17,1,3,7.0,1,2,0
15,1,4,6.0,2,2,1
17,2,3,5.0,3,0,0
16,2,0,6.0,5,1,1
13,2,4,5.0,3,0,0
16,2,4,10.0,4,0,1
15,1,2,7.0,1,2,1
15,2,2,5.0,3,1,1
16,2,4,6.0,5,2,0
17,1,2,7.0,2,0,0
17,1,4,7.0,1,0,0
18,1,0,4.0,3,2,0
15,1,0,10.0,4,0,1
14,1,2,6.0,3,0,0
18,2,2,4.0,3,2,0
17,1,4,4.0,4,2,0
16,2,4,7.0,2,2,1
17,2,1,5.0,4,0,1
16,1,0,4.0,1,1,0
18,2,4,6.0,3,0,0
15,2,3,8.0,4,1,1
17,1,1,5.0,5,0,0
16,2,2,6.0,4,2,0
15,2,3,7.0,4,2,0
14,2,3,5.0,2,0,1
16,1,2,7.0,1,1,0
18,1,1,5.0,2,1,0
14,1,4,4.0,5,0,0
14,2,3,7.0,5,0,0
13,1,2,5.0,5,1,1
17,2,1,5.0,1,0,1
16,1,3,7.0,3,0,1
14,2,1,9.0,4,2,0
13,1,0,8.0,4,0,1
18,1,2,9.0,4,0,1
15,2,1,9.0,4,0,0
16,1,3,10.0,2,2,1
14,2,0,9.0,1,1,0
17,1,3,8.0,2,1,1
13,1,1,6.0,1,0,1
14,2,0,5.0,2,0,0
17,2,0,8.0,1,2,0
14,2,4,10.0,2,2,1
16,1,4,7.0,4,1,0
16,2,1,8.0,5,1,0
16,1,3,7.0,5,2,0
18,2,3,7.0,2,2,0
18,2,4,6.0,1,0,1
13,2,1,7.0,1,2,1
16,2,3,6.0,5,2,0
17,2,0,8.0,3,2,0
14,2,2,9.0,1,0,0
15,1,4,9.0,5,0,1
17,2,2,5.0,3,1,0
18,1,1,9.0,5,1,0
18,2,0,6.0,2,0,0
17,2,3,6.0,2,0,0
18,2,3,8.0,3,0,0
16,1,1,6.0,5,0,1
13,1,4,4.0,5,2,0
14,2,0,6.0,3,1,0
13,1,1,8.0,2,0,0
14,2,4,6.0,3,0,0
14,2,1,8.0,5,1,1
13,1,1,8.0,4,1,0
17,1,2,8.0,4,0,0
14,1,4,9.0,3,1,0
13,1,0,7.0,3,2,1
14,2,4,5.0,3,0,0
15,1,4,6.0,4,0,0
17,1,0,7.0,5,2,0
16,2,3,8.0,3,2,0
14,1,1,4.0,3,0,0
15,1,2,6.0,2,0,0
16,1,3,9.0,1,0,0
16,1,4,8.0,5,2,0
14,2,0,8.0,2,2,0
13,2,2,9.0,5,0,0
14,1,2,9.0,4,0,1
15,1,1,8.0,4,0,1
16,2,1,7.0,5,1,0
14,1,0,10.0,4,2,0
13,1,3,7.0,5,0,0
14,1,2,5.0,1,2,0
17,1,0,6.0,4,2,0
13,1,4,8.0,4,2,1
15,1,4,10.0,2,2,1
16,1,2,5.0,4,0,0
14,1,1,4.0,4,0,0
13,1,3,9.0,5,0,0
17,2,1,9.0,2,0,0
13,2,1,6.0,4,0,0
18,2,3,6.0,2,0,1
17,1,0,8.0,4,0,0
15,1,0,6.0,3,0,0
16,2,0,9.0,4,2,1
15,1,0,5.0,3,0,0
14,2,0,4.0,1,2,1
13,1,5,5.0,1,2,0
18,2,1,6.0,1,2,0
17,2,0,5.0,4,1,0
17,2,1,4.0,5,1,0
13,1,4,9.0,1,0,0
18,2,2,5.0,1,0,0
13,1,1,9.0,3,0,0
14,1,4,6.0,4,1,0
15,1,1,8.0,1,2,0
17,1,1,5.0,2,2,1
14,1,1,5.0,2,0,0
15,1,1,7.0,3,1,0
14,1,1,7.0,2,2,1
18,2,3,9.0,2,1,0
17,2,1,9.0,4,0,0
13,2,2,8.0,4,1,1
13,1,0,7.0,1,2,0
15,1,0,9.0,4,2,0
16,1,2,8.0,3,0,0
18,1,4,10.0,5,0,0
15,2,1,9.0,2,0,0
16,1,3,4.0,4,2,0
14,2,1,6.0,4,0,0
18,1,0,7.0,2,1,0
14,2,0,8.0,5,1,0
17,1,1,7.0,3,1,0
18,2,0,9.0,4,1,0
16,1,0,6.0,1,0,1
17,2,3,5.0,2,2,1
13,1,0,4.0,3,2,0
16,2,2,7.0,2,1,0
15,2,1,8.0,3,0,0
13,1,2,6.0,2,0,0
13,2,2,8.0,4,1,1
15,1,1,4.0,3,0,0
18,1,1,5.0,1,0,1
13,1,3,8.0,4,2,0
16,2,4,6.0,3,2,0
17,2,0,8.0,2,0,1
13,1,0,9.0,1,0,1
16,1,4,9.0,2,0,1
14,2,1,5.0,2,0,1
16,2,2,7.0,5,0,0
17,2,1,8.0,3,0,0
16,1,0,9.0,1,2,1
15,1,2,9.0,1,1,0
17,1,2,5.0,1,1,1
18,1,1,5.0,3,1,0
14,1,2,8.0,1,0,0
15,2,4,8.0,3,0,0
18,1,2,6.0,2,0,0
16,2,0,5.0,5,2,0
17,2,2,8.0,2,0,0
14,1,3,6.0,3,2,1
15,2,3,5.0,4,1,0
18,1,3,5.0,3,2,1
18,2,0,6.0,4,1,1
14,1,3,8.0,4,0,1
16,1,3,6.0,3,2,0
14,2,0,4.0,3,0,1
18,1,2,5.0,5,1,0
13,2,1,6.0,4,2,0
15,1,3,8.0,5,2,1
14,1,1,5.0,1,0,1
18,1,2,7.0,3,2,0
16,2,4,5.0,5,0,0
18,2,4,5.0,2,1,0
16,1,4,5.0,5,2,0
14,2,4,4.0,1,0,0
16,1,0,8.0,5,2,0
17,2,3,7.0,3,2,0
17,2,2,9.0,1,0,0
17,1,4,5.0,5,0,0
13,1,1,5.0,2,2,0
14,1,4,6.0,1,2,1
18,1,3,9.0,1,0,0
18,1,3,6.0,4,2,0
13,2,0,6.0,5,0,0
16,2,0,6.0,1,2,0
13,1,3,4.0,3,0,0
16,1,0,10.0,1,0,0
16,1,4,7.0,4,0,0
15,2,0,9.0,1,2,0
18,1,3,8.0,2,2,0
17,1,1,7.0,2,2,0
16,2,3,5.0,3,1,0
15,2,3,8.0,5,2,1
18,2,1,5.0,3,0,0
17,2,0,6.0,1,1,0
16,1,0,8.0,3,0,0
16,2,2,9.0,5,2,0
13,2,2,8.0,1,1,0
13,1,3,8.0,1,1,0
18,1,2,5.0,1,0,0
17,1,2,6.0,4,2,0
16,2,2,4.0,3,2,1
18,1,0,8.0,3,1,0
18,2,1,10.0,2,2,1
14,2,4,6.0,2,1,1
13,2,4,5.0,5,2,0
17,1,1,7.0,2,2,0
16,2,2,9.0,5,0,0
18,1,4,7.0,3,0,1
16,1,2,4.0,1,0,0
14,1,0,10.0,3,2,0
17,2,0,9.0,5,0,0
18,2,2,5.0,3,2,0
16,2,4,10.0,5,0,0
13,1,3,7.0,2,2,0
14,2,0,6.0,3,1,0
17,2,0,7.0,5,2,0
14,2,3,9.0,5,2,0
13,2,4,8.0,3,0,0
17,2,3,4.0,4,1,0
14,1,3,10.0,1,0,0
15,1,0,5.0,2,0,0
13,1,4,8.0,2,0,0
13,1,3,8.0,1,1,0
13,2,1,5.0,2,0,0
15,1,3,5.0,2,2,0
15,2,1,9.0,5,0,0
16,1,0,7.0,4,1,0
18,1,1,8.0,3,1,1
14,1,0,7.0,5,2,1
16,2,1,8.0,1,0,0
14,2,2,7.0,3,1,1
18,1,2,6.0,4,0,1
15,2,2,6.0,1,0,1
18,1,1,9.0,4,2,0
15,1,0,7.0,1,2,1
18,1,3,5.0,1,0,0
16,2,2,10.0,1,2,1
17,1,1,9.0,5,2,0
16,1,4,4.0,4,0,1
14,1,3,10.0,4,2,1
16,2,4,8.0,3,2,0
13,1,2,5.0,2,1,0
14,2,0,5.0,4,2,0
18,1,3,8.0,3,0,1
14,2,1,9.0,1,2,0
17,1,2,5.0,4,0,1
15,1,0,6.0,1,2,0
18,2,4,6.0,1,0,0
14,2,0,8.0,5,2,0
18,1,4,5.0,4,0,0
18,2,4,5.0,4,2,0
18,1,2,8.0,3,0,0
15,1,3,9.0,3,1,0
16,1,3,7.0,4,1,0
18,2,4,6.0,4,1,0
13,1,2,7.0,3,1,1
17,2,3,6.0,5,0,0
15,1,2,10.0,5,0,0
14,2,4,9.0,3,2,0
15,2,2,5.0,5,0,0
14,1,2,6.0,3,1,0
15,2,3,7.0,3,2,0
14,1,4,8.0,1,2,0
18,1,2,7.0,3,0,0
16,1,0,9.0,5,1,0
14,1,2,9.0,4,1,0
14,1,4,7.0,4,1,0
13,2,3,9.0,1,0,0
14,1,4,9.0,2,0,0
13,2,0,9.0,2,2,0
17,2,2,10.0,2,1,0
18,1,3,6.0,3,0,0
13,2,4,6.0,2,2,0
16,1,0,9.0,3,0,0
18,2,4,9.0,3,1,0
13,2,2,10.0,2,0,0
18,2,1,4.0,1,0,0
18,1,1,8.0,5,1,0
18,2,1,5.0,1,0,0
17,1,2,7.0,1,0,0
16,2,0,5.0,5,2,1
15,2,0,5.0,5,0,0
15,2,4,4.0,4,2,0
13,2,0,8.0,1,0,0
18,1,1,6.0,2,0,0
13,1,2,5.0,5,2,0
17,2,2,6.0,5,1,1
17,2,3,5.0,3,0,0
14,1,2,10.0,2,2,0
17,1,3,6.0,1,2,0
14,1,3,6.0,1,2,0
16,1,0,9.0,4,1,0
13,2,0,8.0,1,0,1
16,2,2,8.0,5,2,0
17,1,2,8.0,1,2,0
16,1,3,10.0,4,0,0
16,1,2,5.0,1,2,1
16,1,1,10.0,3,2,0
17,1,0,9.0,1,0,0
18,1,1,8.0,4,0,0
16,2,2,8.0,3,2,0
14,2,2,8.0,1,1,1
17,2,2,4.0,5,0,0
16,1,0,5.0,3,2,1
18,1,3,10.0,5,0,0
17,1,4,7.0,5,2,0
15,2,1,6.0,5,0,1
18,1,2,9.0,1,2,0
14,1,4,7.0,1,0,0
16,2,1,4.0,5,0,0
15,1,3,8.0,3,1,0
15,2,0,8.0,2,2,1
17,2,3,5.0,4,0,0
15,1,0,10.0,2,2,0
14,2,4,5.0,4,2,0
14,1,3,7.0,5,2,1
13,2,3,5.0,4,1,0
14,1,3,8.0,2,2,0
18,2,2,6.0,3,2,1
15,1,2,6.0,3,0,0
14,2,4,9.0,3,0,0
17,2,4,4.0,1,2,0
13,2,2,9.0,3,1,0
15,1,4,7.0,3,2,0
