Age,Sex,Social_Media_Hours,Exercise_Hours,Sleep_Hours,Screen_Time_Hours,Survey_Stress_Score,Wearable_Stress_Score,Support_System,Academic_Performance
16,M,9.0,2.691612393,9.115734625,4.203696906,1,0.103990951,Low,Poor
14,F,3.5,1.316286662,5.033005873,4.237722916,2,0.606659868,Low,Poor
16,F,5.5,0.702228612,6.917713434,11.35369499,2,0.802140801,High,Excellent
17,F,3.6,1.235590396,8.403560342,6.325129747,1,0.997576484,Low,Average
16,M,1.3,2.148275753,8.643883578,2.420658472,4,0.223058307,Low,Poor
15,M,5.9,0.328291215,8.708055884,3.388166822,3,0.700388974,High,Average
17,M,5.3,0.811407317,5.369004006,2.790326757,3,0.0280432,Moderate,Poor
18,M,2.0,0.139907701,5.155208906,7.888693902,3,0.96982528,Low,Good
14,M,4.5,1.297043215,7.54007481,3.866214916,1,0.012564462,High,Average
15,F,8.0,2.482337208,8.446514786,6.985576403,2,0.358794962,Low,Good
18,M,5.9,0.073991065,5.914837093,5.700620629,2,0.076402773,Low,Excellent
16,F,1.0,2.02597058,4.628230941,10.03876377,5,0.620967962,Moderate,Good
17,F,5.5,2.797487624,8.300478297,5.204896373,2,0.339499796,High,Excellent
14,M,7.0,0.710783585,5.798186988,6.582654824,4,0.732943931,Moderate,Poor
15,F,7.9,2.080904522,4.998176346,9.212855486,3,0.486378067,Moderate,Excellent
18,M,6.3,2.925305703,4.88634117,6.333512069,4,0.419403416,High,Poor
18,F,1.5,2.88683418,5.889457285,9.93215536,3,0.348516349,Moderate,Poor
14,M,7.1,0.704787579,7.556068395,8.616843562,1,0.086129167,Low,Poor
16,M,6.8,0.30099316,6.150413432,6.105291139,4,0.204824853,High,Excellent
14,F,0.2,0.444847614,4.12397111,7.039819257,2,0.639102505,High,Poor
18,M,4.1,2.106107005,4.581450608,11.67203456,3,0.496751669,Low,Good
13,F,3.3,2.177276626,5.743019483,8.616114965,5,0.070089452,Low,Good
15,M,6.7,2.022709685,7.958226893,11.04995226,4,0.543951718,Low,Poor
14,M,2.2,1.008235163,4.591090441,3.787585035,1,0.054142661,Moderate,Poor
18,M,5.9,0.509330819,7.363941121,6.832361562,5,0.511726948,Moderate,Average
16,F,9.1,1.742283276,4.719315225,11.0866167,1,0.964961447,Moderate,Excellent
18,F,8.0,1.451041337,5.269691964,5.226120614,3,0.307344554,Moderate,Average
16,M,9.2,2.186502441,5.033131165,11.67664198,4,0.723503139,Moderate,Good
14,F,9.8,1.324080236,4.403371813,2.970774905,1,0.745552041,Moderate,Excellent
16,M,0.1,1.015919084,8.027978904,11.0267117,5,0.404859533,High,Good
17,F,6.2,0.880435732,6.780421284,6.452121221,5,0.593292151,High,Excellent
17,F,4.1,0.63441096,8.986320645,2.737441651,2,0.472046091,High,Excellent
17,M,8.6,0.797239129,4.59334504,10.79521593,1,0.28336302,High,Excellent
13,M,2.5,0.284491317,4.8683976,4.519402124,4,0.754742095,High,Good
14,M,9.8,1.040571033,5.838746388,2.222501255,4,0.702826616,High,Poor
18,M,6.1,0.109709437,8.595195922,3.358071056,2,0.900548865,Moderate,Good
18,M,7.9,0.559241541,5.834552939,8.591147419,5,0.61812618,High,Excellent
13,F,0.9,2.240311334,6.450512245,11.77811489,1,0.388720141,Low,Good
16,F,1.8,0.976406966,5.809621398,3.114621396,5,0.714007558,High,Good
13,M,7.6,2.004711051,4.481345751,6.619480481,1,0.61903623,Low,Average
16,M,0.2,2.150652527,9.636601737,3.806365509,1,0.616614193,Low,Excellent
16,M,8.2,1.743556028,7.291233952,9.450365341,1,0.849837757,High,Good
15,F,0.1,2.876093224,8.726999129,3.180588998,5,0.910468539,Moderate,Excellent
18,M,6.6,0.0643196,7.950142553,4.398417485,5,0.180241664,Moderate,Good
17,M,3.7,2.215957952,7.085525674,3.964059676,5,0.314050224,Low,Average
16,F,6.1,2.876359932,4.53806954,7.525197804,3,0.650305701,Moderate,Good
15,F,7.0,2.586815188,7.856401272,10.73184092,5,0.557221234,Low,Poor
18,F,3.4,0.503678075,4.932222136,7.110902012,2,0.652326169,Moderate,Excellent
17,F,1.1,0.980460919,6.486299016,2.582434528,3,0.433014599,Moderate,Average
16,M,0.7,0.51735552,7.774678861,7.633889306,1,0.412439014,Moderate,Good
16,F,5.9,1.803925091,8.693374003,9.975209993,4,0.117653905,Moderate,Average
13,F,5.2,2.136563946,8.110271054,3.321561973,3,0.62364824,High,Good
13,M,7.4,0.951221308,8.029201174,2.727112143,3,0.175785653,High,Excellent
18,M,5.1,1.618519722,4.894253255,3.878077776,1,0.671021596,High,Good
17,M,4.2,2.07276171,6.07677124,9.460863228,5,0.967072243,Low,Average
16,F,4.0,1.26401945,4.257473636,7.916804195,5,0.256412827,High,Poor
18,M,0.3,2.562046591,8.316861359,7.40594654,3,0.142152305,High,Average
18,F,3.4,2.314649806,9.715515888,4.494798946,5,0.024175245,High,Poor
14,F,9.8,0.193996632,5.584662341,5.322365952,3,0.378827186,Moderate,Poor
13,F,8.7,1.863375897,4.526180255,11.65885013,4,0.214611059,Moderate,Excellent
17,M,3.3,0.705976653,6.853420461,4.406252267,4,0.491859423,Moderate,Average
16,F,5.9,1.672554794,9.140189339,11.01645423,1,0.524306028,Moderate,Good
18,M,8.5,2.870665328,7.311845172,7.805315045,2,0.349327744,Moderate,Poor
16,M,4.4,2.637186014,4.280662901,3.232964664,2,0.749906222,High,Average
14,M,0.2,1.213549209,9.845633443,6.673123782,5,0.904806671,High,Excellent
17,F,0.7,0.874541575,8.97189946,11.48548717,2,0.211523098,Moderate,Good
18,F,5.1,0.703217233,4.789564462,6.185655981,4,0.836297773,Moderate,Good
16,F,9.7,1.597544609,9.530786539,10.63386565,1,0.1311879,High,Good
13,M,6.9,0.34274536,6.704129732,4.564286947,4,0.228702185,High,Average
14,F,0.7,1.647825024,6.231387943,7.709221518,3,0.561415686,Moderate,Average
17,F,1.9,0.004000918,6.766319983,10.43852058,5,0.306581489,Low,Good
14,F,7.7,0.971548892,9.007431741,11.20688441,5,0.041710791,Moderate,Excellent
13,F,8.4,0.659802941,7.95687807,6.858233672,2,0.294872142,High,Good
17,F,6.2,2.91365637,4.355490714,8.396881021,3,0.904870189,Low,Good
14,M,6.4,2.181726959,9.745626227,2.029801308,2,0.174223162,Moderate,Excellent
15,M,0.3,1.048960141,4.886704801,4.532233075,2,0.76375088,High,Excellent
13,M,8.3,0.27853526,8.47340771,4.787121037,2,0.722282006,High,Excellent
13,M,7.9,1.550401784,7.816819183,2.934930117,3,0.106224816,High,Good
13,F,2.6,0.640343644,5.125168288,4.796950134,2,0.329442965,Moderate,Excellent
15,M,7.1,1.609288638,5.024392457,5.211220331,5,0.189356289,Moderate,Average
15,F,2.1,2.506087063,9.221965562,11.6876604,2,0.023150181,Low,Excellent
16,M,0.4,1.847377656,6.518169541,8.686023806,3,0.173040675,High,Good
18,M,2.0,1.901365259,7.927459085,6.260050794,3,0.201577942,High,Poor
14,M,1.8,1.623090867,7.024426023,11.88054461,4,0.165980247,Low,Poor
16,F,3.4,2.781796898,8.364121102,3.532323202,2,0.091097209,Moderate,Average
14,F,4.2,2.795708053,6.87545425,6.760511939,3,0.526305132,High,Poor
18,M,5.1,1.538169603,5.724279492,8.47062207,2,0.322639042,Low,Poor
15,F,4.8,0.917278461,6.180300226,2.555806345,1,0.908249361,High,Poor
18,M,2.7,1.378761018,9.154466167,9.169988581,5,0.187213468,Moderate,Average
15,M,0.3,0.559673737,6.808208158,2.998673529,5,0.60286263,Moderate,Poor
18,M,6.1,1.909032946,5.280695993,3.402823086,2,0.900620384,Low,Good
16,F,4.0,1.500277007,9.607632328,3.596895125,5,0.047189651,Low,Poor
17,M,3.0,0.309901433,8.779602739,11.28889827,5,0.516277471,High,Excellent
16,M,8.7,0.592943343,4.333996876,8.832355451,1,0.450668813,Moderate,Poor
14,M,7.5,1.438895869,9.993657772,8.554275011,5,0.928778608,Moderate,Poor
16,F,8.6,2.662766972,8.169560179,7.554934965,5,0.663764773,Low,Good
13,M,4.9,1.699172162,4.961599594,4.928059987,3,0.34916141,Low,Average
14,F,1.3,2.044605001,5.423006088,8.208897046,5,0.711521219,High,Average
18,M,7.0,1.017085649,8.154672887,6.101497199,2,0.582654021,Moderate,Poor
14,F,2.1,1.714234179,8.678566332,3.454161501,5,0.347169898,High,Good
17,M,4.4,1.342139468,5.434215659,8.895972903,2,0.785248678,High,Poor
15,M,0.7,1.977389738,5.541813123,3.295821679,5,0.66816976,Low,Average
18,F,8.3,0.151726698,5.842724169,3.90668581,2,0.005416298,Moderate,Average
14,F,1.3,1.479900649,7.588110189,10.17699312,5,0.865134606,Low,Excellent
18,M,9.0,0.887977875,5.03089707,8.601170961,2,0.397091882,High,Excellent
18,F,8.6,0.978555184,4.625459193,8.309911542,5,0.645447601,High,Good
18,M,4.6,2.882752295,8.073184535,6.182027843,1,0.396768321,Moderate,Good
15,M,7.4,0.548084438,8.674587639,5.962805182,3,0.881362044,Moderate,Average
16,M,6.2,0.933735758,7.005576426,8.902626092,3,0.650835446,Moderate,Average
18,F,8.0,1.529677727,6.182996262,9.400055386,3,0.579386209,Moderate,Average
13,M,4.3,2.589080844,6.592256281,7.102132024,3,0.98026475,Low,Poor
17,F,7.9,1.25001025,6.330447003,11.69269244,1,0.28064052,Low,Excellent
15,M,4.6,2.231595843,9.759909449,11.55699559,1,0.065254291,Low,Excellent
14,F,9.4,2.569122295,8.608539431,6.1242949,5,0.516010433,Low,Average
15,F,4.9,0.930049067,5.248523289,10.20622254,1,0.424017834,High,Average
14,M,4.6,1.178250551,6.305134912,7.432678416,3,0.454290049,Low,Excellent
15,F,7.9,1.069668671,7.264073748,7.117558876,4,0.620104838,Low,Good
14,M,8.2,2.498567426,7.677915172,2.549640614,5,0.615121637,Moderate,Average
18,M,5.5,0.133040586,6.809103376,7.739747105,2,0.392264293,High,Average
16,M,1.8,0.925263266,8.86075981,11.00577931,3,0.862877024,Low,Good
14,M,4.7,2.038225673,8.605636117,9.801338492,3,0.651458509,High,Average
14,M,9.7,1.696330499,7.030947512,9.863171447,3,0.889911679,High,Excellent
13,F,7.5,1.308868078,9.126576321,3.599290386,1,0.913153905,High,Excellent
14,M,8.1,1.619844682,8.506537183,5.584494471,2,0.167312076,High,Good
13,F,0.3,0.592753757,8.671491092,4.332049167,5,0.680561874,Moderate,Excellent
17,F,4.7,1.292149865,9.738404677,5.159152825,3,0.317511864,Moderate,Good
18,M,6.5,1.505108953,5.598801647,7.795393435,2,0.836429055,High,Good
13,F,8.3,2.703567366,5.605888974,5.647838134,4,0.73285158,High,Excellent
16,M,0.5,0.782505488,9.333713534,7.606978175,1,0.198747688,High,Good
18,F,8.5,2.603485506,8.63335824,6.385012483,3,0.938730767,Moderate,Excellent
13,F,5.5,1.932724202,9.559273249,4.866155584,2,0.683479007,Moderate,Good
18,F,2.0,0.061022493,4.378780962,2.954034342,2,0.948633103,High,Good
18,M,3.2,2.173894011,7.766542464,10.91838457,3,0.201911172,High,Good
18,F,2.8,0.106655633,4.867770029,2.11373366,2,0.869705094,High,Excellent
17,M,5.3,2.99214338,7.02338319,2.016524881,2,0.66807282,High,Average
16,F,0.5,2.617910063,4.934481591,10.2679774,5,0.552286594,Moderate,Poor
15,F,1.6,0.892031243,4.768471054,11.9681094,1,0.8205129,Low,Average
15,F,8.1,0.772233691,4.073010072,9.271028277,5,0.632863887,Low,Good
13,F,1.3,1.144323246,7.781432874,2.152738381,1,0.669600161,Moderate,Excellent
18,M,2.3,1.068500896,6.1541357,4.266902267,1,0.253670584,Moderate,Good
13,M,4.5,1.117013455,4.631129709,11.718227,5,0.817053689,Low,Average
17,F,5.2,0.954829638,5.937026666,10.08604252,3,0.650302702,Low,Poor
17,F,7.6,1.863400221,5.013664549,7.667998438,2,0.844389179,Low,Average
14,M,4.5,0.492790991,9.650168989,4.368607094,4,0.351526966,High,Excellent
17,M,7.9,2.537943877,5.920029315,2.143702059,5,0.331710122,Low,Excellent
14,M,6.2,2.437207452,6.00372114,2.208614726,5,0.023902965,Low,Average
16,M,1.1,1.429449624,9.03914802,8.119808635,3,0.768605327,High,Average
13,F,1.6,2.558189896,7.886534568,2.218318764,2,0.330314387,High,Poor
16,F,4.4,0.74143521,8.261029644,11.93630142,5,0.32721231,Moderate,Good
17,M,4.0,0.052696367,7.816010824,3.833838335,4,0.688684515,High,Excellent
16,M,7.4,1.857623775,9.677177704,9.107073619,2,0.252868977,Low,Excellent
16,M,5.8,1.373728221,5.242004989,3.550597214,5,0.909020487,High,Poor
16,M,3.9,1.701493639,9.934235451,7.400934211,5,0.538065991,Moderate,Excellent
17,M,1.7,2.698018227,8.985737065,2.806112885,1,0.969477236,Low,Excellent
18,M,2.3,2.909776721,7.533835533,9.667784245,1,0.076668845,Moderate,Average
16,F,5.8,1.903359419,7.974229746,7.849210947,5,0.336825368,Moderate,Average
14,F,4.2,2.29216677,7.892955259,2.861666934,3,0.381470343,Moderate,Poor
17,F,5.1,0.2514253,4.350377344,10.48586189,1,0.73042072,High,Excellent
16,M,1.7,0.482146755,5.308098991,7.470186148,5,0.212962258,High,Poor
18,M,6.6,2.199614415,9.768825307,11.2159231,2,0.375345853,Moderate,Good
17,M,8.5,1.294096369,7.206186573,11.16623374,4,0.910642544,Moderate,Good
15,F,2.6,1.337895811,6.27012162,11.20507789,1,0.114550884,Moderate,Poor
18,M,4.9,0.925823045,8.57223078,2.777852002,5,0.745324001,Moderate,Excellent
14,M,9.8,1.82206915,7.147113656,3.209577618,1,0.702485112,High,Good
16,F,3.3,0.555495136,4.078976629,11.8770581,2,0.130505077,High,Excellent
15,M,6.0,1.880748838,8.41742558,6.876008214,3,0.688490687,Moderate,Average
15,F,0.9,0.521396571,8.39330536,4.382140528,5,0.569783789,High,Poor
17,F,6.1,0.191478104,4.990892273,9.696644885,2,0.287522337,Low,Good
15,M,0.9,0.991073066,9.739960531,4.642852212,4,0.311141195,High,Excellent
14,F,9.6,0.693421026,5.343448789,9.27215688,5,0.832992275,Moderate,Average
14,M,7.2,2.666974916,6.746496204,10.37285778,4,0.231014986,High,Poor
13,F,7.9,0.164860362,4.688415768,9.842633773,3,0.512780529,Low,Good
14,M,7.0,0.529841078,7.619693917,4.740478082,5,0.681149737,Low,Average
18,F,5.9,1.646158817,6.25270672,6.016185741,5,0.129901694,High,Poor
15,M,4.5,1.443201573,6.119040773,6.132510032,2,0.932353871,Low,Good
14,F,8.6,0.137556055,8.961861263,6.912729181,1,0.260634315,Low,Excellent
17,F,9.6,0.021757284,4.057370277,3.673728515,5,0.318834923,High,Average
13,F,5.0,2.964203826,8.787680625,6.524700504,3,0.666115738,High,Average
15,M,9.3,1.976504101,7.428691394,7.107829905,5,0.078191647,High,Excellent
13,M,5.8,1.096218393,9.916591081,7.317089966,5,0.62761269,Moderate,Average
15,F,5.4,1.411296743,7.536659324,10.1990043,5,0.91602996,Moderate,Average
17,M,4.5,0.799650361,4.332274805,7.173344985,5,0.249090555,Low,Poor
13,F,2.1,1.034621351,4.303871959,4.307839225,3,0.361907727,Low,Excellent
16,M,0.0,1.947133402,9.298917918,8.631287382,2,0.232333958,High,Average
18,F,2.4,2.648435397,9.047284873,9.973141441,1,0.818768749,Low,Excellent
18,M,5.1,0.552390069,6.075340453,5.193716664,3,0.167607824,High,Poor
15,F,3.8,2.521084516,7.708194905,8.45305929,3,0.346628235,Moderate,Poor
16,F,4.5,0.364669889,6.937548142,3.469379959,4,0.601021821,High,Excellent
13,F,9.8,0.644976671,9.802984331,5.419263046,1,0.404554433,Low,Excellent
16,F,3.5,0.111525864,9.699765405,11.0922393,2,0.065469315,High,Good
16,M,4.5,0.422435586,9.903034051,11.11308163,2,0.947720668,High,Poor
13,F,1.3,2.751909436,9.198692684,7.753245787,4,0.337900442,High,Average
17,M,0.5,1.37831624,9.457309545,9.023514609,4,0.445651213,Low,Poor
16,M,7.8,0.232997585,5.303672673,10.54015415,3,0.167545335,High,Poor
16,F,5.7,2.879180514,8.986040734,11.58553185,2,0.865350239,High,Good
17,M,7.6,2.636976923,8.253142679,6.898864403,2,0.291428788,Low,Excellent
16,M,1.5,2.264047563,9.776719053,7.615757366,2,0.019823043,Moderate,Poor
16,M,5.7,2.800418376,7.427570971,6.156415666,3,0.316402583,Moderate,Good
16,F,2.5,0.660388263,4.511003,2.719819371,2,0.984059685,Low,Excellent
18,M,2.3,2.509107879,7.584393347,6.228034724,5,0.146842873,Moderate,Poor
14,M,0.1,2.069973589,8.119485568,9.906273394,4,0.031202488,High,Good
17,F,1.3,2.609277749,5.321926172,10.04885498,4,0.57817559,Low,Poor
16,F,3.1,2.390734697,6.364680301,10.92377115,4,0.371666546,High,Average
18,M,1.2,1.03948519,7.591020484,2.514667052,4,0.794975299,High,Excellent
17,F,9.9,2.323195611,6.244634424,7.271545896,5,0.731887764,Low,Excellent
15,M,3.1,0.787368909,6.249686303,3.074244879,1,0.185419028,High,Poor
15,M,1.3,0.985776489,4.798519835,4.007421832,2,0.564632305,Low,Good
16,M,2.0,0.323717152,9.644480338,11.00216502,4,0.032436007,High,Good
18,F,5.9,2.805229848,8.502966307,6.967912584,2,0.439478228,Moderate,Average
18,M,0.6,0.87301009,4.007460633,9.585449209,2,0.714053222,High,Average
17,F,8.6,1.561867396,8.593679704,2.643841059,5,0.414958792,High,Good
17,F,9.6,1.173998509,8.438769956,6.168265039,2,0.117954148,Low,Excellent
18,M,2.5,2.879784362,4.058385761,8.742402807,4,0.061533587,Moderate,Average
17,F,4.5,1.005147513,6.217625786,3.334064813,2,0.85365945,High,Poor
18,F,0.2,2.335637464,7.640486142,5.258178791,5,0.89132696,High,Poor
14,F,6.4,2.566248464,6.716503911,2.64547805,4,0.343092481,Moderate,Excellent
18,F,4.1,1.306819492,8.667916712,8.513399409,5,0.164172325,Moderate,Excellent
15,F,2.7,1.134515443,6.552749996,11.70891259,3,0.978616213,Moderate,Average
17,M,2.1,2.243237463,4.923177817,10.27045491,1,0.545863804,Moderate,Poor
18,F,6.5,2.738687941,9.858493746,11.74623117,2,0.476655044,Moderate,Excellent
18,M,4.2,2.264795199,5.452239957,10.45604795,2,0.741607747,High,Poor
17,M,1.8,0.681379097,8.306153863,10.55195806,2,0.168869339,Moderate,Average
14,M,6.9,2.664923242,4.85893787,7.771771954,3,0.579989723,Moderate,Excellent
14,M,5.7,1.162745002,5.974075683,7.182523114,1,0.890162356,High,Good
17,M,8.6,1.728688235,6.652165651,6.062542664,5,0.023068486,Low,Poor
13,M,1.2,2.494306858,5.153392027,10.18094895,3,0.672939707,High,Excellent
17,F,7.9,0.565184302,6.699757458,3.820676123,3,0.551423956,Low,Average
17,F,6.7,2.353530407,4.942976938,2.562249158,4,0.950800784,Moderate,Good
14,F,1.2,1.788488394,7.354039234,11.47893823,3,0.25869851,Low,Excellent
14,M,6.9,2.680024925,7.982279515,2.037781852,3,0.858891642,High,Poor
17,F,4.4,0.515911206,4.374605704,11.76829322,2,0.308985702,Low,Poor
17,F,9.4,1.262046711,9.226792726,9.288533699,4,0.429863576,Low,Average
17,F,1.4,2.498529279,5.11084531,5.284989197,5,0.213287565,Low,Poor
14,M,6.4,0.05769511,5.352174552,8.978198431,1,0.863591016,Moderate,Good
17,F,3.8,0.3366041,7.96809904,10.17875157,5,0.195409661,High,Average
17,M,9.6,2.971695638,6.812506363,4.45362056,4,0.859012993,Low,Average
16,F,3.3,0.841182536,6.996373595,9.708956833,2,0.455613383,Moderate,Excellent
13,M,9.6,2.926629581,4.768929907,10.04369625,1,0.835085494,High,Average
15,M,9.0,0.547594653,8.834414931,4.493546301,5,0.264488559,High,Excellent
13,M,2.7,1.083283329,7.702325477,2.419263544,1,0.132730141,High,Average
16,F,8.0,2.258608334,4.81229226,4.041222846,1,0.554961265,High,Excellent
15,F,10.0,1.973335222,6.243996202,4.006464089,1,0.509437067,Moderate,Excellent
17,M,2.5,1.7433672,8.862459596,2.652404542,3,0.356607378,High,Excellent
16,F,4.4,1.589697527,7.410130276,9.260073847,4,0.662821419,Low,Good
17,M,5.2,2.530321331,4.651892675,5.799749245,4,0.095142829,High,Excellent
14,M,2.9,0.704845689,6.236662275,10.84386167,2,0.622001075,High,Good
18,F,0.2,1.327412781,5.456166391,4.521711057,5,0.211756094,Moderate,Excellent
16,F,2.2,0.466356876,7.104793322,6.532321651,2,0.128954556,Low,Excellent
14,F,2.8,1.787824787,9.060166773,8.390174289,5,0.90960818,Low,Good
16,M,4.4,0.751633273,6.617602809,10.7746495,1,0.459795761,Moderate,Good
16,M,1.7,1.001526193,6.600052182,7.246211016,5,0.763416872,Moderate,Good
14,F,8.7,1.41375215,9.432105414,5.735246278,5,0.089116928,Low,Good
15,M,7.0,0.080311757,7.457112475,10.67015078,1,0.057464878,Low,Excellent
13,F,0.9,0.275813808,7.397146524,5.102464247,2,0.494852213,High,Excellent
17,M,6.5,2.057787662,5.571459351,2.794236996,5,0.315551152,Moderate,Average
16,F,6.5,1.286909942,7.646336487,6.450421075,2,0.004907293,Low,Average
17,F,9.6,2.594370666,7.455462805,9.850933065,2,0.183294645,Low,Excellent
18,M,0.0,2.084016011,6.381108822,2.307808318,4,0.218775515,Moderate,Average
14,F,2.5,0.024302825,9.944173395,7.85882245,1,0.288506355,Moderate,Good
17,F,9.3,1.850136992,9.29134579,7.944640485,1,0.877535577,Low,Average
14,M,9.3,0.281174598,8.49751774,11.28541763,3,0.420602531,Moderate,Good
17,F,7.2,2.342799539,7.22407353,4.864648171,2,0.67943239,Low,Excellent
13,M,7.7,2.974523065,6.772358811,4.788366132,3,0.018396093,Low,Average
13,F,0.9,1.593596383,5.109384371,6.404836513,1,0.813925678,High,Good
13,M,5.1,2.048338501,5.834424844,5.569149015,1,0.240328944,High,Excellent
13,F,2.3,0.711942483,8.643764799,9.363458627,3,0.309039329,Moderate,Excellent
13,F,1.8,1.312793231,6.722493724,8.417520771,1,0.045256432,Moderate,Good
13,F,8.1,2.568285997,9.293617099,9.589210379,1,0.409692906,Low,Good
14,F,1.4,0.502268843,4.887466818,10.20041791,4,0.852576773,High,Excellent
16,M,4.7,0.796606817,7.050082576,11.22981133,5,0.378734258,Moderate,Poor
17,M,9.4,1.336301026,7.881794104,6.309367318,4,0.908605271,Low,Poor
13,M,1.9,2.136746676,7.101090738,11.84697389,5,0.867447603,High,Good
14,M,9.8,1.127651864,9.33536135,4.156608134,4,0.061960943,Low,Average
14,M,9.9,2.783196839,9.937379691,9.143651619,4,0.305271944,High,Good
14,M,5.6,0.283371154,4.69500795,7.340093173,2,0.910417308,Low,Excellent
16,M,1.7,1.112412593,4.779729424,10.16900595,3,0.029808942,High,Good
17,F,3.2,2.12686237,4.781944681,6.767705206,4,0.765808285,Low,Poor
16,F,4.2,0.677960297,8.087062576,9.839386354,2,0.906427979,Low,Good
15,F,3.1,1.969239403,6.236056573,11.30168715,4,0.770491398,Moderate,Poor
14,F,2.8,0.492650875,8.399887968,9.322942661,3,0.743814317,High,Average
15,M,9.7,0.167940855,6.432828837,9.760942862,2,0.843355776,High,Average
18,M,1.5,0.36304715,7.765640328,2.671754313,5,0.665789561,Moderate,Average
13,M,7.3,2.789954349,8.619148034,4.049576622,3,0.423096189,Moderate,Good
13,F,0.0,1.655252649,7.289295464,11.74303741,1,0.062755551,Low,Poor
16,M,6.0,2.389037326,7.237021543,8.931870038,2,0.787967445,High,Good
17,F,9.2,0.997963503,4.529405952,7.614490173,1,0.905253639,Low,Average
15,M,2.9,1.777975944,6.464690457,5.669763734,2,0.511586462,Low,Good
17,M,1.9,1.484856401,7.274662919,2.443890012,5,0.532510474,Low,Poor
16,M,6.5,2.837213878,6.771884954,5.69135908,2,0.403286984,Moderate,Excellent
13,M,7.1,2.242723908,9.404692001,6.989128733,4,0.856882611,High,Poor
17,F,6.9,2.191627894,9.439183793,4.114595094,1,0.014803304,Moderate,Average
17,F,3.2,0.139059808,8.931504284,3.731367913,1,0.62454855,Moderate,Average
13,M,2.5,1.649009007,6.251788452,7.084165514,2,0.907413098,High,Average
15,F,9.6,1.400974362,8.30379491,7.859042356,4,0.103222326,High,Good
13,M,9.2,2.7835268,6.371730766,4.399179189,4,0.959164537,Moderate,Poor
17,M,4.6,0.772025965,5.395561594,7.873894745,2,0.967678164,Moderate,Good
15,M,8.5,0.80950036,6.057415861,11.00339964,3,0.929788965,Moderate,Average
15,M,4.5,1.234038747,4.4257878,6.73173258,5,0.462546096,High,Poor
13,F,4.2,0.73010914,5.990665054,10.5739017,2,0.382970003,High,Excellent
17,M,1.6,0.387551753,6.764453304,11.27271445,4,0.705947737,Low,Average
16,M,4.3,2.57224454,9.732885369,2.923940289,5,0.318690218,High,Poor
17,F,5.4,1.674829573,5.880463517,2.958115797,2,0.068344153,Moderate,Poor
14,M,0.2,2.584088157,9.414721235,6.760441829,5,0.901422163,High,Average
18,F,4.4,2.493404296,5.373149655,7.881024443,3,0.63485606,High,Excellent
16,M,7.8,0.846127064,5.145813387,6.258834645,4,0.207154498,High,Poor
15,M,6.8,1.643212333,7.113972739,5.264507704,3,0.018408561,Moderate,Poor
16,M,6.4,0.249653108,8.035068216,8.409941161,3,0.723515967,Low,Excellent
15,M,9.1,2.745755652,4.265993505,2.020815123,4,0.852799923,Low,Average
15,M,0.2,1.212788145,5.32639519,11.68073281,3,0.405647576,Moderate,Poor
16,M,5.6,1.181028552,6.734101999,4.320790882,2,0.080898211,Moderate,Average
15,F,7.9,0.908266112,5.986026016,11.17098769,2,0.648621238,Low,Good
15,M,5.4,1.381991234,8.275726476,3.090147445,5,0.296929052,Moderate,Good
14,F,3.2,0.75527816,7.066963576,4.38087182,2,0.143946725,High,Excellent
17,F,1.4,1.124556818,4.962154634,4.348737011,2,0.510396555,High,Average
17,M,8.9,2.399841146,9.366792276,11.96152904,5,0.481843725,Low,Poor
18,F,4.7,2.502766511,5.757434053,2.046005457,1,0.516770409,High,Excellent
18,M,8.8,0.912547433,8.386786654,8.396382093,4,0.823932324,Low,Good
14,F,5.9,1.407043292,8.679494675,10.69686581,2,0.484545882,Moderate,Average
18,M,6.7,2.621459329,9.778946202,8.72273654,5,0.90054058,Low,Excellent
16,F,8.0,0.158019995,6.991044799,5.627338182,3,0.84181062,Low,Excellent
13,F,6.6,2.667434886,7.695013093,11.58309363,3,0.651115949,High,Average
13,M,4.0,0.657553037,6.009257761,10.93520755,2,0.056851858,Low,Poor
13,F,5.1,2.035617733,8.06907576,6.339549202,4,0.864944389,Low,Poor
14,M,8.0,1.747655089,6.780300915,7.733284926,5,0.905572029,Low,Poor
14,M,3.7,1.658822245,6.625914188,11.67519188,5,0.375047135,Moderate,Average
15,M,3.9,2.578080674,9.132805175,11.82560362,5,0.52615176,High,Good
13,M,1.0,0.304716431,4.301013061,6.498232757,5,0.281020671,High,Excellent
16,M,9.1,1.041084076,9.291774567,10.47350028,5,0.014716334,Low,Average
18,F,0.9,1.614758239,9.112419027,5.01980227,4,0.479451061,Low,Poor
16,F,6.5,2.433866562,7.038197521,5.718128729,5,0.129358973,Moderate,Poor
18,F,4.1,0.64932925,6.941217125,3.64821883,4,0.18332471,High,Excellent
13,M,4.1,2.408789524,6.170844208,4.091845928,4,0.480710812,High,Excellent
13,F,6.8,1.198915447,9.96504275,8.568733023,4,0.867038341,Low,Excellent
13,F,0.7,0.566741569,4.667015997,7.10781618,3,0.844632672,Moderate,Excellent
14,F,5.9,2.276959321,7.541291414,4.311318606,1,0.965068421,Moderate,Excellent
18,F,7.7,0.272696704,8.090089541,6.029096164,2,0.482680619,Low,Average
14,F,8.3,1.544302122,9.605980049,5.731834599,3,0.55200891,Low,Poor
14,M,1.7,0.191627352,8.681220981,11.87360205,1,0.822116234,Low,Poor
17,M,9.0,1.069253565,7.863083217,10.53565837,3,0.69967341,Low,Average
